ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
9434147,HW577817,12/19/2013 06:00:00 PM,029XX E 130TH ST,810,THEFT,OVER $500,STREET,false,false,433,4,10,55,6,1197619,1819364,2013,02/04/2016 06:33:39 AM,41.659179993,-87.552503642,"(41.659179993, -87.552503642)"
10284306,HY472031,10/21/2015 02:00:00 PM,003XX S MICHIGAN AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT/GARAGE(NON.RESID.),false,false,114,1,2,32,14,1177341,1898860,2015,10/28/2015 04:04:12 PM,41.877805859,-87.624307765,"(41.877805859, -87.624307765)"
2563634,HJ148817,01/27/2003 03:30:00 AM,026XX N LINCOLN AVE,460,BATTERY,SIMPLE,BAR OR TAVERN,false,false,1933,19,32,7,08B,1168979,1917638,2003,04/15/2016 08:55:02 AM,41.929519303,-87.654465069,"(41.929519303, -87.654465069)"
9733765,HX383836,08/11/2014 09:50:00 PM,037XX W PALMER ST,560,ASSAULT,SIMPLE,APARTMENT,false,true,2525,25,35,22,08A,1151014,1914361,2014,02/04/2016 06:33:39 AM,41.920898273,-87.720567604,"(41.920898273, -87.720567604)"
9948642,HY137507,02/02/2015 04:30:00 PM,008XX E 78TH ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,false,false,624,6,6,69,11,1183134,1853470,2015,08/17/2015 03:03:40 PM,41.753119052,-87.604451277,"(41.753119052, -87.604451277)"
5491297,HN309938,04/28/2007 09:45:00 AM,032XX E 91ST ST,031A,ROBBERY,ARMED: HANDGUN,SMALL RETAIL STORE,false,false,424,4,10,46,3,1199372,1845241,2007,04/15/2016 08:55:02 AM,41.730145178,-87.545222673,"(41.730145178, -87.545222673)"
8154452,HT389183,07/10/2011 01:01:00 AM,075XX S ESSEX AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,421,4,7,43,08B,1194173,1855463,2011,02/04/2016 06:33:39 AM,41.758324246,-87.563932991,"(41.758324246, -87.563932991)"
6866028,HR271758,04/14/2009 12:00:00 AM,004XX W ALDINE AVE,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,APARTMENT,false,false,2331,19,44,6,26,1172595,1922316,2009,02/04/2016 06:33:39 AM,41.942276583,-87.641038593,"(41.942276583, -87.641038593)"
6029015,HP131842,01/19/2008 12:41:23 AM,017XX W NORTH SHORE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,false,false,2432,24,49,1,14,1163677,1944558,2008,02/04/2016 06:33:39 AM,42.003502457,-87.673186151,"(42.003502457, -87.673186151)"
4718049,HM316393,04/28/2006 02:30:00 PM,104XX S GREEN ST,620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE-GARAGE,false,false,2233,22,34,73,5,1172491,1835685,2006,04/15/2016 08:55:02 AM,41.704555346,-87.643975551,"(41.704555346, -87.643975551)"
1996185,HH198112,02/19/2002 09:00:00 PM,025XX N RIDGEWAY AV,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,2524,25,,,7,1150954,1916658,2002,04/15/2016 08:55:02 AM,41.927202619,-87.720727765,"(41.927202619, -87.720727765)"
2393856,HH698863,10/07/2002 05:30:00 PM,013XX S KOMENSKY AVE,2027,NARCOTICS,POSS: CRACK,VACANT LOT/LAND,true,false,1011,10,24,29,18,1149597,1893461,2002,04/15/2016 08:55:02 AM,41.863574134,-87.726317278,"(41.863574134, -87.726317278)"
7740158,HS548348,10/04/2010 08:20:00 PM,053XX W ROSCOE ST,810,THEFT,OVER $500,STREET,false,false,1634,16,38,15,6,1140149,1922087,2010,02/04/2016 06:33:39 AM,41.942305318,-87.760298764,"(41.942305318, -87.760298764)"
3597651,HK689058,10/15/2004 06:13:36 PM,001XX W 87TH ST,860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,true,false,622,6,21,44,6,1176740,1847273,2004,04/15/2016 08:55:02 AM,41.736259984,-87.628068782,"(41.736259984, -87.628068782)"
8645396,HV320727,06/06/2012 12:41:00 AM,0000X E 63RD ST,3731,INTERFERENCE WITH PUBLIC OFFICER,OBSTRUCTING IDENTIFICATION,STREET,true,false,311,3,20,40,24,1177603,1863231,2012,02/04/2016 06:33:39 AM,41.780031104,-87.624425289,"(41.780031104, -87.624425289)"
9720492,HX370238,08/01/2014 05:10:00 PM,055XX S ASHLAND AVE,820,THEFT,$500 AND UNDER,CTA BUS,false,false,715,7,15,67,6,1166617,1867978,2014,02/04/2016 06:33:39 AM,41.79329893,-87.66456619,"(41.79329893, -87.66456619)"
8884881,HV559496,11/12/2012 08:20:00 PM,052XX N LINCOLN AVE,860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,true,false,2011,20,40,4,6,1158514,1934867,2012,02/04/2016 06:33:39 AM,41.977017622,-87.692447486,"(41.977017622, -87.692447486)"
8052837,HT284734,05/07/2011 06:44:00 PM,083XX S KINGSTON AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,true,false,423,4,7,46,18,1194619,1850267,2011,02/04/2016 06:33:39 AM,41.744055055,-87.562469087,"(41.744055055, -87.562469087)"
5431918,HN264837,04/04/2007 12:30:00 AM,062XX S CLAREMONT AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,VEHICLE NON-COMMERCIAL,false,false,825,8,15,66,14,1161796,1863293,2007,04/15/2016 08:55:02 AM,41.780544222,-87.682374473,"(41.780544222, -87.682374473)"
5654538,HN428693,06/26/2007 12:30:44 AM,078XX S DREXEL AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,OTHER,true,false,624,6,8,69,18,1183594,1853125,2007,04/15/2016 08:55:02 AM,41.75216163,-87.602776309,"(41.75216163, -87.602776309)"
9368566,HW511721,10/24/2013 01:00:00 PM,001XX E 57TH ST,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,231,2,20,40,7,1178240,1867260,2013,02/04/2016 06:33:39 AM,41.791072646,-87.621967764,"(41.791072646, -87.621967764)"
9691780,HX341634,07/12/2014 01:51:00 AM,039XX S KEDZIE AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,true,false,921,9,14,58,18,1155654,1878144,2014,02/04/2016 06:33:39 AM,41.821422803,-87.704493992,"(41.821422803, -87.704493992)"
4401175,HL694392,10/24/2005 08:00:00 PM,039XX N SAWYER AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,1733,17,33,16,7,1154019,1926050,2005,04/15/2016 08:55:02 AM,41.95291432,-87.709213844,"(41.95291432, -87.709213844)"
5343315,HN194953,02/25/2007 05:40:00 AM,069XX S LAFAYETTE AVE,051A,ASSAULT,AGGRAVATED: HANDGUN,STREET,true,false,731,7,6,69,04A,1177024,1859232,2007,04/15/2016 08:55:02 AM,41.769070498,-87.626668445,"(41.769070498, -87.626668445)"
4556581,HM139341,01/22/2006 09:30:00 PM,072XX S VERNON AVE,141A,WEAPONS VIOLATION,UNLAWFUL USE HANDGUN,STREET,true,false,323,3,6,69,15,1180498,1857192,2006,04/15/2016 08:55:02 AM,41.763393496,-87.613997059,"(41.763393496, -87.613997059)"
8192796,HT427167,08/01/2011 09:00:00 PM,0000X W RANDOLPH ST,860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,true,false,122,1,42,32,6,1176235,1901286,2011,02/04/2016 06:33:39 AM,41.884487942,-87.628295495,"(41.884487942, -87.628295495)"
4181154,HL503954,07/22/2005 09:20:00 PM,063XX S CLAREMONT AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,825,8,15,66,08B,1161829,1862607,2005,04/15/2016 08:55:02 AM,41.778661058,-87.68227253,"(41.778661058, -87.68227253)"
3142077,HK128579,01/16/2004 09:30:00 AM,051XX S WENTWORTH AVE,560,ASSAULT,SIMPLE,STREET,false,false,232,2,3,37,08A,1175826,1871120,2004,04/15/2016 08:55:02 AM,41.80171934,-87.630703621,"(41.80171934, -87.630703621)"
2574554,HJ162544,02/03/2003 10:05:00 AM,003XX W 64TH ST,560,ASSAULT,SIMPLE,STREET,false,false,722,7,20,68,08A,1175044,1862506,2003,04/15/2016 08:55:02 AM,41.778099133,-87.633828531,"(41.778099133, -87.633828531)"
4983062,HM596097,09/12/2006 01:00:00 AM,088XX S HOLLAND RD,810,THEFT,OVER $500,STREET,false,false,634,6,21,49,6,1176005,1846560,2006,04/15/2016 08:55:02 AM,41.734319917,-87.630782877,"(41.734319917, -87.630782877)"
8127096,HT361662,06/23/2011 10:00:00 AM,012XX W 108TH PL,820,THEFT,$500 AND UNDER,STREET,false,false,2234,22,34,75,6,1170047,1832833,2011,02/04/2016 06:33:39 AM,41.696782345,-87.653007615,"(41.696782345, -87.653007615)"
1570985,G332861,06/08/2001 10:30:00 PM,065XX S LAFLIN ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,725,7,,,14,1167424,1861247,2001,08/17/2015 03:03:40 PM,41.774810973,-87.661799762,"(41.774810973, -87.661799762)"
9404685,HW548203,11/25/2013 10:30:00 PM,001XX W GARFIELD BLVD,820,THEFT,$500 AND UNDER,CTA BUS,true,false,225,2,3,37,6,1176066,1868521,2013,02/04/2016 06:33:39 AM,41.794582043,-87.629901453,"(41.794582043, -87.629901453)"
1318520,G011253,01/06/2001 08:00:00 AM,078XX S SOUTH SHORE DR,4255,KIDNAPPING,UNLAWFUL INTERFERE/VISITATION,RESIDENCE,false,true,421,4,,,26,1197777,1854047,2001,08/17/2015 03:03:40 PM,41.754349434,-87.550772155,"(41.754349434, -87.550772155)"
2691437,HJ314602,04/20/2003 07:00:00 PM,033XX N PULASKI RD,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,1732,17,30,21,7,1149138,1921939,2003,04/15/2016 08:55:02 AM,41.941729546,-87.727263674,"(41.941729546, -87.727263674)"
6279678,HP367541,05/31/2008 04:15:00 PM,054XX S WOOD ST,497,BATTERY,AGGRAVATED DOMESTIC BATTERY: OTHER DANG WEAPON,RESIDENCE,false,true,932,9,16,61,04B,1165272,1868684,2008,02/04/2016 06:33:39 AM,41.795264886,-87.669478195,"(41.795264886, -87.669478195)"
8737820,HT197940,03/11/2011 09:33:00 AM,009XX W 54TH ST,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,STREET,false,false,934,9,20,61,26,1171035,1868997,2011,02/04/2016 06:33:39 AM,41.795999725,-87.648336051,"(41.795999725, -87.648336051)"
8250197,HT484257,09/06/2011 02:30:00 PM,062XX S KOLMAR AVE,810,THEFT,OVER $500,STREET,false,false,813,8,13,65,6,1147109,1862940,2011,02/04/2016 06:33:39 AM,41.779868016,-87.736229278,"(41.779868016, -87.736229278)"
6683615,HP758725,12/30/2008 11:30:00 PM,110XX S PRINCETON AVE,460,BATTERY,SIMPLE,STREET,false,false,513,5,34,49,08B,1176246,1831775,2008,02/04/2016 06:33:39 AM,41.69374243,-87.630342211,"(41.69374243, -87.630342211)"
4033711,HL387832,05/30/2005 11:00:00 AM,018XX N MASON AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,false,true,2531,25,29,25,26,1136462,1911510,2005,04/15/2016 08:55:02 AM,41.913347682,-87.774103908,"(41.913347682, -87.774103908)"
2574554,HJ162544,02/03/2003 10:05:00 AM,003XX W 64TH ST,560,ASSAULT,SIMPLE,STREET,false,false,722,7,20,68,08A,1175044,1862506,2003,04/15/2016 08:55:02 AM,41.778099133,-87.633828531,"(41.778099133, -87.633828531)"
4833446,HM432692,06/23/2006 12:30:00 AM,045XX S WESTERN AVE,820,THEFT,$500 AND UNDER,BAR OR TAVERN,false,false,914,9,12,58,6,1161123,1874692,2006,04/15/2016 08:55:02 AM,41.811838512,-87.684526408,"(41.811838512, -87.684526408)"
6539229,HP584838,09/21/2008 04:15:00 PM,016XX E 83RD ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,412,4,8,45,08B,1188796,1850279,2008,02/04/2016 06:33:39 AM,41.744229147,-87.583804391,"(41.744229147, -87.583804391)"
1393229,G098989,02/17/2001 11:40:00 PM,066XX S CAMPBELL AV,2027,NARCOTICS,POSS: CRACK,STREET,true,false,832,8,,,18,1160804,1860780,2001,08/17/2015 03:03:40 PM,41.773668748,-87.686080685,"(41.773668748, -87.686080685)"
2691437,HJ314602,04/20/2003 07:00:00 PM,033XX N PULASKI RD,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,1732,17,30,21,7,1149138,1921939,2003,04/15/2016 08:55:02 AM,41.941729546,-87.727263674,"(41.941729546, -87.727263674)"
3608257,HK701289,10/21/2004 06:00:00 PM,066XX S RHODES AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,false,false,321,3,20,42,26,1181040,1861187,2004,04/15/2016 08:55:02 AM,41.774343725,-87.611887719,"(41.774343725, -87.611887719)"
3195097,HK203702,02/20/2004 02:00:00 PM,015XX S RIDGEWAY AVE,610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,false,false,1014,10,24,29,5,1151629,1892154,2004,04/15/2016 08:55:02 AM,41.859947905,-87.718892221,"(41.859947905, -87.718892221)"
3922222,HL295344,04/14/2005 06:15:00 PM,013XX W 107TH PL,486,BATTERY,DOMESTIC BATTERY SIMPLE,ALLEY,false,true,2234,22,34,75,08B,1169296,1833559,2005,04/15/2016 08:55:02 AM,41.698790852,-87.655736425,"(41.698790852, -87.655736425)"
9404685,HW548203,11/25/2013 10:30:00 PM,001XX W GARFIELD BLVD,820,THEFT,$500 AND UNDER,CTA BUS,true,false,225,2,3,37,6,1176066,1868521,2013,02/04/2016 06:33:39 AM,41.794582043,-87.629901453,"(41.794582043, -87.629901453)"
3255264,HK280308,04/03/2004 02:40:00 PM,113XX S STEWART AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,true,true,2233,22,34,49,08B,1175647,1829804,2004,04/15/2016 08:55:02 AM,41.688347103,-87.632593988,"(41.688347103, -87.632593988)"
4317997,HL624501,09/20/2005 04:57:00 PM,037XX W ARMITAGE AVE,320,ROBBERY,STRONGARM - NO WEAPON,SIDEWALK,false,false,2535,25,26,22,3,1151307,1913033,2005,04/15/2016 08:55:02 AM,41.917248372,-87.719525974,"(41.917248372, -87.719525974)"
2393856,HH698863,10/07/2002 05:30:00 PM,013XX S KOMENSKY AVE,2027,NARCOTICS,POSS: CRACK,VACANT LOT/LAND,true,false,1011,10,24,29,18,1149597,1893461,2002,04/15/2016 08:55:02 AM,41.863574134,-87.726317278,"(41.863574134, -87.726317278)"
6899648,HR305900,05/06/2009 10:00:00 AM,087XX S STONY ISLAND AVE,860,THEFT,RETAIL THEFT,DRUG STORE,true,false,412,4,8,48,6,1188321,1847402,2009,02/04/2016 06:33:39 AM,41.736345716,-87.585636406,"(41.736345716, -87.585636406)"
2031109,HH242821,03/14/2002 09:10:00 PM,076XX N SHERIDAN RD,460,BATTERY,SIMPLE,TAVERN/LIQUOR STORE,true,false,2422,24,,,08B,1165468,1950779,2002,04/15/2016 08:55:02 AM,42.0205349,-87.666418834,"(42.0205349, -87.666418834)"
7938873,HT171887,02/20/2011 03:00:00 PM,007XX E 50TH ST,820,THEFT,$500 AND UNDER,STREET,false,false,223,2,4,38,6,1182052,1872023,2011,02/04/2016 06:33:39 AM,41.804055318,-87.607842748,"(41.804055318, -87.607842748)"
4181154,HL503954,07/22/2005 09:20:00 PM,063XX S CLAREMONT AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,825,8,15,66,08B,1161829,1862607,2005,04/15/2016 08:55:02 AM,41.778661058,-87.68227253,"(41.778661058, -87.68227253)"
4980806,HM447197,06/30/2006 10:40:00 PM,037XX S DR MARTIN LUTHER KING JR DR,2027,NARCOTICS,POSS: CRACK,CHA PARKING LOT/GROUNDS,true,false,212,2,3,35,18,1179473,1880166,2006,04/15/2016 08:55:02 AM,41.826459725,-87.617052252,"(41.826459725, -87.617052252)"
3896305,HL187449,02/17/2005 09:15:00 PM,009XX W 54TH ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,true,false,934,9,20,61,18,1171055,1868997,2005,04/15/2016 08:55:02 AM,41.795999287,-87.64826271,"(41.795999287, -87.64826271)"
7839735,HS651623,12/08/2010 03:40:00 PM,094XX S WENTWORTH AVE,2024,NARCOTICS,POSS: HEROIN(WHITE),STREET,true,false,634,6,21,49,18,1176609,1842376,2010,02/04/2016 06:33:39 AM,41.722824924,-87.628695587,"(41.722824924, -87.628695587)"
3309854,HK319569,04/23/2004 08:10:00 AM,005XX E 35TH ST,320,ROBBERY,STRONGARM - NO WEAPON,STREET,false,false,212,2,4,35,3,1180379,1881901,2004,04/15/2016 08:55:02 AM,41.831199917,-87.613675031,"(41.831199917, -87.613675031)"
7860466,HS674349,12/23/2010 10:45:00 PM,026XX S CENTRAL PARK AVE,470,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,SIDEWALK,true,false,1032,10,22,30,24,1152793,1886324,2010,02/04/2016 06:33:39 AM,41.843926753,-87.714773623,"(41.843926753, -87.714773623)"
4739274,HM348753,05/13/2006 03:40:00 PM,067XX S WESTERN AVE,320,ROBBERY,STRONGARM - NO WEAPON,GAS STATION,false,false,832,8,15,66,3,1161533,1860003,2006,04/15/2016 08:55:02 AM,41.771521464,-87.683429837,"(41.771521464, -87.683429837)"
4282646,HL597734,09/07/2005 11:00:00 AM,020XX N BINGHAM ST,620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,false,false,1431,14,1,22,5,1158989,1913418,2005,04/15/2016 08:55:02 AM,41.9181505,-87.691291554,"(41.9181505, -87.691291554)"
8017716,HT249085,04/14/2011 04:30:00 AM,001XX N HERMITAGE AVE,1305,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,CHA APARTMENT,false,false,1333,12,27,28,14,1164710,1901229,2011,02/04/2016 06:33:39 AM,41.884583558,-87.670618229,"(41.884583558, -87.670618229)"
6712957,HR129185,01/19/2009 10:30:00 PM,037XX N OCTAVIA AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE-GARAGE,false,false,1631,16,36,17,14,1126745,1924079,2009,02/04/2016 06:33:39 AM,41.94800692,-87.809520731,"(41.94800692, -87.809520731)"
7271793,HR686696,12/12/2009 08:50:00 PM,016XX W HOWARD ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,true,false,2422,24,49,1,18,1164033,1950345,2009,02/04/2016 06:33:39 AM,42.019374559,-87.671711894,"(42.019374559, -87.671711894)"
10687952,HZ441285,09/19/2016 04:00:00 PM,035XX W LAWRENCE AVE,820,THEFT,$500 AND UNDER,STREET,false,false,1723,17,33,14,6,1152101,1931670,2016,09/26/2016 03:54:00 PM,41.968374092,-87.716115753,"(41.968374092, -87.716115753)"
5731348,HN540298,08/20/2007 03:47:46 PM,092XX S COMMERCIAL AVE,320,ROBBERY,STRONGARM - NO WEAPON,SIDEWALK,false,false,423,4,10,46,3,1197746,1844398,2007,04/15/2016 08:55:02 AM,41.727872617,-87.551207132,"(41.727872617, -87.551207132)"
7684395,HS490370,08/30/2010 04:00:00 PM,004XX S LAVERGNE AVE,3750,INTERFERENCE WITH PUBLIC OFFICER,ESCAPE,STREET,true,false,1533,15,24,25,24,1143334,1897464,2010,02/04/2016 06:33:39 AM,41.874678095,-87.749208613,"(41.874678095, -87.749208613)"
1654512,G426054,07/20/2001 03:15:00 PM,009XX N LEAMINGTON AV,2027,NARCOTICS,POSS: CRACK,SIDEWALK,true,false,1531,15,,,18,1141890,1905908,2001,08/17/2015 03:03:40 PM,41.89787631,-87.754301235,"(41.89787631, -87.754301235)"
1467832,G195251,04/06/2001 02:25:00 PM,043XX S GREENWOOD AV,2027,NARCOTICS,POSS: CRACK,STREET,true,false,2123,2,,,18,1184280,1876275,2001,08/17/2015 03:03:40 PM,41.815671224,-87.599538467,"(41.815671224, -87.599538467)"
2369250,HH665968,09/22/2002 06:00:00 PM,0000X N CENTRAL AVE,620,BURGLARY,UNLAWFUL ENTRY,OTHER,false,false,1513,15,29,25,5,1139050,1899745,2002,04/15/2016 08:55:02 AM,41.881016385,-87.76488238,"(41.881016385, -87.76488238)"
2950883,HJ638047,09/18/2003 05:00:00 AM,025XX N RUTHERFORD AVE,820,THEFT,$500 AND UNDER,STREET,false,false,2512,25,36,18,6,1130989,1916200,2003,04/15/2016 08:55:02 AM,41.926313792,-87.794102584,"(41.926313792, -87.794102584)"
4033711,HL387832,05/30/2005 11:00:00 AM,018XX N MASON AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,false,true,2531,25,29,25,26,1136462,1911510,2005,04/15/2016 08:55:02 AM,41.913347682,-87.774103908,"(41.913347682, -87.774103908)"
4953153,HM567114,08/24/2006 01:00:00 PM,071XX S MAPLEWOOD AVE,890,THEFT,FROM BUILDING,RESIDENCE,false,false,832,8,18,66,6,1160612,1857125,2006,04/15/2016 08:55:02 AM,41.763642864,-87.686885223,"(41.763642864, -87.686885223)"
9292514,HW437554,09/04/2013 05:00:00 PM,040XX W CHICAGO AVE,560,ASSAULT,SIMPLE,CTA BUS,true,false,1111,11,37,23,08A,1149495,1905045,2013,02/04/2016 06:33:39 AM,41.895363905,-87.726390989,"(41.895363905, -87.726390989)"
3367098,HK413755,06/07/2004 02:40:15 AM,024XX W BELLE PLAINE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,false,false,1912,19,47,5,14,1159426,1927156,2004,04/15/2016 08:55:02 AM,41.955839475,-87.689306803,"(41.955839475, -87.689306803)"
7784897,HS593561,10/27/2010 08:00:00 AM,118XX S CAMPBELL AVE,841,THEFT,FINANCIAL ID THEFT:$300 &UNDER,RESIDENCE,false,false,2212,22,19,75,6,1161854,1826111,2010,02/04/2016 06:33:39 AM,41.678509633,-87.683191451,"(41.678509633, -87.683191451)"
8957352,HW106641,01/05/2013 07:00:00 PM,072XX S RHODES AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,false,323,3,6,69,14,1181158,1857166,2013,02/04/2016 06:33:39 AM,41.763306978,-87.611578849,"(41.763306978, -87.611578849)"
10509070,HZ250768,05/04/2016 09:00:00 AM,014XX N LAKE SHORE DR,1156,DECEPTIVE PRACTICE,ATTEMPT - FINANCIAL IDENTITY THEFT,APARTMENT,false,false,1824,18,43,8,11,1176800,1910080,2016,05/11/2016 03:50:55 PM,41.908606347,-87.625954515,"(41.908606347, -87.625954515)"
6305643,HP395321,06/14/2008 06:35:00 PM,043XX N SHERIDAN RD,860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,false,false,2322,19,46,3,6,1168812,1929247,2008,02/04/2016 06:33:39 AM,41.96137851,-87.65474101,"(41.96137851, -87.65474101)"
9597031,HX247781,05/04/2014 04:00:00 AM,013XX W 79TH ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,true,true,612,6,17,71,08B,1168532,1852372,2014,02/04/2016 06:33:39 AM,41.750432996,-87.657993425,"(41.750432996, -87.657993425)"
2863236,HJ519245,07/26/2003 01:15:00 AM,014XX N DAMEN AVE,460,BATTERY,SIMPLE,STREET,true,false,1424,14,1,24,08B,1162800,1909702,2003,04/15/2016 08:55:02 AM,41.907874391,-87.677394125,"(41.907874391, -87.677394125)"
7580891,HS384848,06/29/2010 10:45:00 AM,008XX W 53RD ST,2027,NARCOTICS,POSS: CRACK,ALLEY,true,false,934,9,3,61,18,1171535,1869666,2010,02/04/2016 06:33:39 AM,41.797824585,-87.646482924,"(41.797824585, -87.646482924)"
10709520,HZ466714,10/08/2016 01:00:00 AM,030XX W PETERSON AVE,820,THEFT,$500 AND UNDER,STREET,false,false,2011,20,40,2,6,1155185,1939724,2016,10/15/2016 03:46:46 PM,41.990413167,-87.704558614,"(41.990413167, -87.704558614)"
8250197,HT484257,09/06/2011 02:30:00 PM,062XX S KOLMAR AVE,810,THEFT,OVER $500,STREET,false,false,813,8,13,65,6,1147109,1862940,2011,02/04/2016 06:33:39 AM,41.779868016,-87.736229278,"(41.779868016, -87.736229278)"
7060210,HR466536,08/05/2009 07:45:00 AM,002XX W GARFIELD BLVD,850,THEFT,ATTEMPT THEFT,CTA TRAIN,false,false,934,9,3,37,6,1175647,1868500,2009,02/04/2016 06:33:39 AM,41.794533814,-87.631438536,"(41.794533814, -87.631438536)"
10258906,HY446220,10/01/2015 10:50:00 PM,033XX W MADISON ST,1320,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT/GARAGE(NON.RESID.),false,false,1124,11,28,27,14,1154121,1899819,2015,10/09/2015 03:58:54 PM,41.880932187,-87.70954025,"(41.880932187, -87.70954025)"
4181154,HL503954,07/22/2005 09:20:00 PM,063XX S CLAREMONT AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,825,8,15,66,08B,1161829,1862607,2005,04/15/2016 08:55:02 AM,41.778661058,-87.68227253,"(41.778661058, -87.68227253)"
9672259,HX321758,06/27/2014 09:55:00 PM,006XX W 119TH ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,OTHER,false,true,524,5,34,53,08B,1174253,1825971,2014,02/04/2016 06:33:39 AM,41.677859751,-87.637810596,"(41.677859751, -87.637810596)"
7593167,HS397727,07/06/2010 10:55:00 PM,058XX S PRINCETON AVE,031A,ROBBERY,ARMED: HANDGUN,STREET,false,false,711,7,20,68,3,1175284,1866277,2010,02/04/2016 06:33:39 AM,41.788441799,-87.632836061,"(41.788441799, -87.632836061)"
8881808,HV555592,11/10/2012 12:35:00 AM,026XX S KEDZIE AVE,2220,LIQUOR LAW VIOLATION,ILLEGAL POSSESSION BY MINOR,VEHICLE NON-COMMERCIAL,true,false,1032,10,22,30,22,1155449,1886359,2012,02/04/2016 06:33:39 AM,41.84396989,-87.705025615,"(41.84396989, -87.705025615)"
2076233,HH297376,04/10/2002 09:33:23 AM,028XX N CLARK ST,850,THEFT,ATTEMPT THEFT,SMALL RETAIL STORE,false,false,2333,19,,,6,1171435,1919085,2002,04/15/2016 08:55:02 AM,41.933436218,-87.645397373,"(41.933436218, -87.645397373)"
4202804,HL531522,08/06/2005 07:35:00 AM,061XX S INDIANA AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE PORCH/HALLWAY,false,true,311,3,20,40,08B,1178651,1864329,2005,04/15/2016 08:55:02 AM,41.783020354,-87.620549828,"(41.783020354, -87.620549828)"
8744111,HV419249,08/06/2012 04:00:00 PM,055XX W QUINCY ST,2851,PUBLIC PEACE VIOLATION,ARSON THREAT,RESIDENCE,false,false,1522,15,29,25,26,1139450,1898451,2012,02/04/2016 06:33:39 AM,41.877458201,-87.763445136,"(41.877458201, -87.763445136)"
2489756,HH827097,12/05/2002 05:30:00 PM,026XX N CLARK ST,890,THEFT,FROM BUILDING,DEPARTMENT STORE,false,false,2333,19,43,7,6,1171812,1918179,2002,04/15/2016 08:55:02 AM,41.930941807,-87.6440387,"(41.930941807, -87.6440387)"
6305643,HP395321,06/14/2008 06:35:00 PM,043XX N SHERIDAN RD,860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,false,false,2322,19,46,3,6,1168812,1929247,2008,02/04/2016 06:33:39 AM,41.96137851,-87.65474101,"(41.96137851, -87.65474101)"
3546248,HK621287,09/13/2004 04:36:12 PM,001XX N CENTRAL AVE,460,BATTERY,SIMPLE,SIDEWALK,false,false,1523,15,29,25,08B,1139026,1900455,2004,04/15/2016 08:55:02 AM,41.882965153,-87.764953242,"(41.882965153, -87.764953242)"
